"hypothesis","sample","model","problem","subproblem","covariance_step_run","minimization_successful","covariance_step_successful","covariance_step_warnings","estimate_near_boundary","rounding_errors","zero_gradients","final_zero_gradients","hessian_reset","s_matrix_singular","significant_digits","condition_number","est_methods","model_run_time","subprob_est_time","subprob_cov_time","ofv","POP_V2","POP_V3","POP_Q","POP_KA","POP_CL","POP_CLCLCR","IIV_V2","IIV_CL_IIV_V2","IIV_CL","IIV_V3","IIV_KA","sigma","sePOP_V2","sePOP_V3","sePOP_Q","sePOP_KA","sePOP_CL","sePOP_CLCLCR","seIIV_V2","seIIV_CL_IIV_V2","seIIV_CL","seIIV_V3","seIIV_KA","sesigma","shrinkage_eta1(%)","shrinkage_eta2(%)","shrinkage_eta3(%)","shrinkage_eta4(%)","shrinkage_iwres(%)","EI1","EI2","EI3","EI4","EI5","EI6","EI7","EI8","EI9","EI10","EI11","EI12"
simulation,171,171,1,1,1,0,1,0,0,1,0,0,0,0,1.7,10432500000,FOCE_I,NA,484.9,361.38,-19954.976775483730,605.254,1905.47,22.309,0.754744,19.6106,0.00555968,0.0341698,0.0179387,0.289506,0.0307283,0.0721681,0.00284436,7.01755,36.0152,0.616275,0.0895591,1.30211,0.0006309,2.71709e-05,2.46083e-05,0.00140281,0.000423191,2.44511e-05,5.48737e-08,NA,NA,NA,NA,NA,7.2509e-10,5.051e-08,0.0269038,0.0429307,0.0991138,0.117529,0.307763,0.74878,0.948545,1.00259,1.14131,7.56454
simulation,172,172,1,1,1,1,1,0,0,0,0,0,0,0,3.9,2.70516,FOCE_I,NA,382.01,186.49,-19880.109138196302,637.211,1873.73,23.1025,0.717092,19.907,0.00511318,0.0428968,0.0243575,0.300069,0.0378954,0.0402678,0.0025791,9.82095,30.9344,0.226476,0.017973,0.435843,0.000643301,0.00527068,0.00827857,0.0170817,0.00699208,0.00965728,8.64945e-05,NA,NA,NA,NA,NA,0.544844,0.662535,0.739435,0.866614,0.872318,0.969922,0.997038,1.05573,1.11921,1.29599,1.40248,1.47389
simulation,173,173,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.8051,FOCE_I,NA,170.56,152.29,-19905.515484439948,617.829,1881.31,23.2119,0.718906,19.2733,0.00406788,0.0367683,0.0255981,0.317556,0.0240536,0.0282686,0.00246729,8.8907,27.1201,0.224878,0.0165945,0.435114,0.000629521,0.00450134,0.00838046,0.0180667,0.00509573,0.00653549,8.15919e-05,NA,NA,NA,NA,NA,0.540292,0.638702,0.729333,0.833697,0.879446,0.967276,0.990362,1.02813,1.13573,1.27322,1.46824,1.51557
simulation,174,174,1,1,1,1,1,0,0,0,0,0,0,0,3.3,23038100,FOCE_I,NA,481.98,417.46,-20128.829944887202,629.426,1909.07,22.8907,0.74272,19.1266,0.00471276,0.0343748,0.0292563,0.325329,0.0416726,0.0419534,0.00290465,0.0040257,0.0125075,0.00238338,0.000231044,0.0414847,0.000619134,0.000216362,0.00076397,0.00712873,0.00691246,0.00920121,6.37934e-08,NA,NA,NA,NA,NA,1.73926e-07,9.14947e-07,0.00308367,0.0100272,0.300025,0.864362,0.999463,0.999983,1.00049,1.46366,2.35199,4.00692
simulation,175,175,1,1,1,1,1,0,0,0,0,0,0,0,3.1,2.53468,FOCE_I,NA,199.27,111.46,-19778.148718852182,632.387,1923.05,22.7503,0.766219,19.0585,0.00573584,0.0384338,0.0178452,0.304168,0.0320788,0.0320708,0.00251354,9.32485,29.4307,0.222032,0.0184228,0.419619,0.000628277,0.00445869,0.00786561,0.0172899,0.00597901,0.00762048,8.39051e-05,NA,NA,NA,NA,NA,0.579605,0.687808,0.757594,0.8787,0.909305,0.965232,0.998086,1.02523,1.10031,1.2666,1.36241,1.46912
simulation,176,176,1,1,1,1,1,0,0,0,0,0,0,0,3.8,2.77996,FOCE_I,NA,162.59,174.75,-19937.154390501233,620.311,1901.25,22.5983,0.743117,19.382,0.00428675,0.0324586,0.0259566,0.30815,0.0496208,0.0304603,0.00245003,8.67964,32.0271,0.212341,0.0173761,0.430676,0.000620482,0.00409601,0.00741227,0.0175552,0.00748939,0.00768681,8.15925e-05,NA,NA,NA,NA,NA,0.53243,0.635919,0.763643,0.838759,0.911182,0.96906,1.00461,1.05934,1.1278,1.22528,1.45185,1.48013
simulation,177,177,1,1,1,1,1,0,0,0,0,0,0,0,4.3,3.73834,FOCE_I,NA,160.64,113.47,-19674.994309618945,640.396,1881.74,22.7185,0.732294,19.5481,0.00485975,0.0480303,0.0455996,0.327973,0.038146,0.0444152,0.00243581,9.95826,29.9825,0.212872,0.0189097,0.447214,0.000644388,0.00560574,0.00906775,0.0187058,0.00626301,0.0107304,8.04087e-05,NA,NA,NA,NA,NA,0.442264,0.607174,0.773181,0.83794,0.902066,0.963985,0.999612,1.01577,1.14231,1.2098,1.45256,1.65334
simulation,178,178,1,1,1,1,1,0,0,0,0,0,0,0,4.2,2.87584,FOCE_I,NA,177,108.14,-19711.403466185540,631.599,1937.24,22.9049,0.714416,19.4442,0.00508545,0.0293161,0.0167593,0.290179,0.0391772,0.0386624,0.00252436,8.70987,31.2024,0.226586,0.0179015,0.417906,0.000607467,0.00382259,0.00704543,0.0165312,0.006774,0.0097856,8.45191e-05,NA,NA,NA,NA,NA,0.549992,0.662735,0.762931,0.847024,0.885771,0.966292,0.986611,1.02833,1.09999,1.27858,1.35006,1.58169
simulation,179,179,1,1,1,1,1,0,0,0,0,0,0,0,4.1,2.17545,FOCE_I,NA,121.38,148.64,-18360.834917933073,667.549,1873.27,22.7925,0.772998,18.9355,0.00327274,0.110109,0.0235018,0.27903,0.0259072,0.0160555,0.00416112,14.8562,32.3545,0.274472,0.0191987,0.404117,0.000572633,0.010358,0.0122376,0.016102,0.00506546,0.00619029,0.000130525,NA,NA,NA,NA,NA,0.638297,0.733059,0.845379,0.871668,0.874167,0.989817,0.997431,1.02115,1.13462,1.17188,1.33394,1.38858
simulation,180,180,1,1,1,1,1,0,0,0,0,0,0,0,3.2,2.9133,FOCE_I,NA,156.56,177.74,-19835.528152207458,627.113,1884.19,22.5505,0.736282,20.3129,0.00382579,0.0338975,0.02322,0.281453,0.0476393,0.032484,0.00264297,8.87576,32.7778,0.224324,0.0173106,0.432161,0.000561384,0.00432287,0.0073751,0.0160044,0.0081121,0.00923269,8.93688e-05,NA,NA,NA,NA,NA,0.523562,0.640326,0.753107,0.835892,0.915862,0.942698,0.985808,1.04994,1.15453,1.27029,1.40269,1.52529
simulation,181,181,1,1,1,1,1,0,0,0,0,0,0,0,3.4,3.02205,FOCE_I,NA,157.07,146.13,-20057.532726030589,626.548,1929.54,22.9255,0.73094,19.3838,0.00490658,0.0369531,0.0303014,0.337866,0.031117,0.0436475,0.00244923,9.12317,28.9649,0.209703,0.0184271,0.450538,0.000657935,0.00456079,0.00851811,0.0192241,0.00572706,0.00939874,8.02705e-05,NA,NA,NA,NA,NA,0.524956,0.624687,0.777991,0.838462,0.893995,0.94719,0.993604,1.09915,1.13211,1.20526,1.37615,1.58645
